,游戏名称,评分,类别,语言,热度,最后更新时间,游戏版本,资费,开发商,支持系统,评论数,喜欢数,开发游戏个数,isdata,score,Chinese,English,Japanese,Korean,heat,year,month,day,pay,system,containGames,gameversion
276,口袋侦探2汉化版,5.8,冒险解谜,中文,48℃,2014/4/1,1.0.1,完全免费,NFLY STUDIO,2.3.3以上,1314,775,2,0,0,1,0,0,0,48,2,32,1005,1,2.33,0,1 
277,水果忍者大战彩虹糖,8.1,益智休闲,英文,48℃,2014/1/13,1.0.1,完全免费,Halfbrick Studios,2.3.3以上,5077,99,3,0,1,0,1,0,0,48,2,35,1083,1,2.33,0,1 
278,前线突击队官方中文版(含数据包),5.9,射击游戏,中文,48℃,2013/12/7,2.0.7,完全免费,Glu,2.1以上,3706,304,38,1,0,1,0,0,0,48,3,36,1120,1,2.1,0,2 
279,热血与荣耀:传奇中文版(含数据包),6.7,格斗游戏,中文,48℃,2013/12/6,2.0.2,完全免费,Glu,2.1以上,2894,664,38,1,0,1,0,0,0,48,3,36,1121,1,2.1,0,2 
280,迷你赛车,,竞速游戏,英文,48℃,2013/10/29,1.14,完全免费,Playerum,2.2以上,636,66,1,0,0,0,1,0,0,48,3,38,1159,1,2.2,0,1 
281,钢铁侠3-官方游戏(含数据包),5.8,动作游戏,中文,48℃,2013/7/12,1.0.0,完全免费,智乐软件北京有限公司,2.3以上,2520,1276,1,1,0,1,0,0,0,48,3,41,1268,1,2.3,0,1 
282,超级变脸,,益智休闲,英文,48℃,2013/6/17,1.9.0,完全免费,TONUZABA ENTERTAINMENT,1.6以上,627,11,1,0,0,0,1,0,0,48,3,42,1293,1,1.6,0,1 
283,坦克大战:激光战争,5.7,射击游戏,英文,48℃,2012/10/20,1.1.2,完全免费,Clapfoot Inc.,2.1以上,648,137,2,0,0,0,1,0,0,48,4,50,1533,1,2.1,0,1 
284,雷霆赛车2高清版,5.8,竞速游戏,英文,48℃,2012/6/13,1.0.10,完全免费,Polarbit,1.5以上,970,84,6,0,0,0,1,0,0,48,4,54,1662,1,1.5,0,1 
285,熊猫屁王,,益智休闲,中文,48℃,2012/2/20,1.0.1,完全免费,Camigo Media LLC,2.2以上,754,22,1,0,0,1,0,0,0,48,4,58,1776,1,2.2,0,1 
286,Garena英雄联盟资料书,,游戏工具,中文,48℃,2012/2/14,1.4,完全免费,GarenaTW,2.2以上,869,19,1,0,0,1,0,0,0,48,4,58,1782,1,2.2,0,1 
287,GT赛车之赛车学院高清版(含数据包),8,竞速游戏,英文,48℃,2011/7/16,3.1.8,完全免费,Gameloft,2.1以上,980,89,32,1,1,0,1,0,0,48,5,65,1995,1,2.1,0,3 
288,铁甲钢拳:世界机器人拳击修改版(含数据包),7.6,格斗游戏,中文,47℃,2016/10/2,27.27.752,完全免费,RG,2.3.3以上,1980,772,3,1,1,1,0,0,0,47,0,2,90,1,2.33,0,27
289,地牢猎手5,1,动作游戏,中文,47℃,2016/9/27,2.7.0m,完全免费,Gameloft,2.3以上,7685,0,32,0,0,1,0,0,0,47,0,3,95,1,2.3,0,2 
290,智龙迷城,8.2,益智休闲,日文,47℃,2016/9/27,9.5.1,完全免费,GungHo Games,2.3以上,7784,122,3,0,1,0,0,1,0,47,0,3,95,1,2.3,1,9 
291,高仿超级玛丽,4.8,冒险解谜,中文,47℃,2016/9/26,2.24.1,完全免费,Joerg Jahnke,2.3以上,757,41,1,0,0,1,0,0,0,47,0,3,96,1,2.3,0,2 
292,暗黑复仇者II:暗夜重生,8,角色扮演,中文,47℃,2016/9/2,1.4.0,完全免费,GAMEVIL,2.3以上,4246,1640,22,0,1,1,0,0,0,47,0,3,120,1,2.3,0,1 
293,一切尽失(含数据包),6.4,动作游戏,英文,47℃,2016/8/3,1.00.03.1,完全免费,Foursaken Media,4.0.3以上,548,1242,3,1,0,0,1,0,0,47,0,4,150,1,4.03,0,1 
294,泡泡总动员增强版,,益智休闲,英文,47℃,2016/7/27,1.2.3,完全免费,,2.3以上,615,5,0,0,0,0,1,0,0,47,0,5,157,1,2.3,0,1 
295,万能战车合金弹头3(含数据包),8.3,射击游戏,中文,47℃,2016/7/6,1.8,完全免费,SNK PLAYMORE,2.3.3以上,4848,489,4,1,1,1,0,0,0,47,0,5,178,1,2.33,0,1 
296,反恐精英1.6客户端(含数据包),8.1,射击游戏,"英文, 中文",47℃,2016/4/29,1.01,完全免费,,1.5以上,6141,3441,0,1,1,1,1,0,0,47,0,8,246,1,1.5,0,1 
297,雷曼:竞速嘉年华,8.9,动作游戏,"英文, 韩文",47℃,2015/12/11,1.2.8,完全免费,Ubisoft育碧,3.0以上,5230,844,10,0,1,0,1,0,1,47,1,12,386,1,3,0,1 
298,亡灵骑士,,动作游戏,英文,47℃,2015/8/13,2.5.0,完全免费,Lethe Games,2.3以上,627,51,1,0,0,0,1,0,0,47,1,16,506,1,2.3,1,2 
299,窒息隧道,7.8,益智休闲,英文,47℃,2015/7/23,14,完全免费,,2.3.3以上,780,175,0,0,1,0,1,0,0,47,1,17,527,1,2.33,0,14
300,直到晨曦来临直装版,9,冒险解谜,中文,47℃,2015/6/1,1,完全免费,Amazon Game Studios,3.0以上,6561,6556,1,0,1,1,0,0,0,47,1,18,579,1,3,0,1
301,极限摩托2冬季版,7.1,竞速游戏,英文,47℃,2014/11/13,2.24,完全免费,Deemedya m.s. ltd.,2.3以上,836,80,3,0,0,0,1,0,0,47,2,25,779,1,2.3,0,2 
302,武士II复仇官方通用版,5.9,动作游戏,英文,47℃,2014/6/26,1.1.2,完全免费,Madfinger Games,2.3以上,1377,167,6,0,0,0,1,0,0,47,2,30,919,1,2.3,1,1 
303,生化危机4中文修改版,7.5,角色扮演,中文,47℃,2014/4/22,疯子修改,完全免费,,2.1以上,5719,1765,0,0,1,1,0,0,0,47,2,32,984,1,2.1,0,0
304,恐惧之魂,8.4,动作游戏,英文,47℃,2014/1/21,1.5.1,完全免费,"GREE, INC",2.2以上,4952,244,3,0,1,0,1,0,0,47,2,35,1075,1,2.2,0,1 
305,万智牌2014(含数据包),8.1,棋牌游戏,英文,47℃,2014/1/9,1.5.0,完全免费,Wizards of the Coast LLC,2.3.3以上,6468,1139,1,1,1,0,1,0,0,47,2,35,1087,1,2.33,0,1 
306,鲁莽赛车2(含数据包),8.3,竞速游戏,中文,47℃,2013/7/5,1.0.4,完全免费,Polarbit,1.5以上,5212,462,6,1,1,1,0,0,0,47,3,41,1275,1,1.5,0,1 
307,雷蒙盖顿完整版(含数据包),5.7,动作游戏,中文,47℃,2013/5/27,3.01,完全免费,lantansia,2.3以上,1249,1271,1,1,0,1,0,0,0,47,3,43,1314,1,2.3,0,3 
308,血之荣耀中文版(含数据包),8.8,格斗游戏,中文,47℃,2012/9/4,1.1.7,完全免费,Glu,2.1以上,6488,456,38,1,1,1,0,0,0,47,4,51,1579,1,2.1,0,1 
309,雷电战机-组装战机(中文版),,飞行游戏,英文,47℃,2012/7/22,1.1,完全免费,"LeTang, Inc.",2.1以上,919,12,2,0,0,0,1,0,0,47,4,53,1623,1,2.1,0,1 
310,真实停车3D,5.3,模拟经营,英文,46℃,2016/9/20,3.04,完全免费,Clius,2.3以上,692,162,1,0,0,0,1,0,0,46,0,3,102,1,2.3,0,3 
311,七彩祖玛3,,益智休闲,英文,46℃,2016/7/27,1.2.8,完全免费,Ezjoy,2.3以上,615,75,3,0,0,0,1,0,0,46,0,5,157,1,2.3,0,1 
312,你能逃脱吗？,4.8,冒险解谜,英文,46℃,2016/7/16,1.2.9,完全免费,,4.0以上,575,134,0,0,0,0,1,0,0,46,0,5,168,1,4,0,1 
313,扔纸团,,益智休闲,英文,46℃,2016/4/29,1.2.7,完全免费,Backflip Studios,2.3.3以上,640,57,3,0,0,0,1,0,0,46,0,8,246,1,2.33,0,1 
314,飞行棋大战,5.3,益智休闲,中文,46℃,2016/3/11,2.6,完全免费,SohoMob,2.3以上,801,95,2,0,0,1,0,0,0,46,0,9,295,1,2.3,0,2 
315,消灭星星2,,益智休闲,中文,46℃,2015/12/1,7,道具收费,嘉丰永道（北京）科技有限公司,2.3以上,2840,105,1,0,0,1,0,0,0,46,1,12,396,0,2.3,0,7
316,环太平洋修改版(含数据包),7,格斗游戏,英文,46℃,2015/11/4,1.9.6,完全免费,RG,2.3以上,3475,1172,3,1,0,0,1,0,0,46,1,13,423,1,2.3,0,1 
317,我，角斗士修改版(含数据包),6.7,动作游戏,中文,46℃,2015/1/28,1.10.0.21621,完全免费,,2.3.3以上,3600,2902,0,1,0,1,0,0,0,46,1,23,703,1,2.33,0,1 
318,动物过山车,7.3,益智休闲,英文,46℃,2015/9/15,1.0.5,完全免费,Ubisoft育碧,2.3.3以上,715,116,10,0,0,0,1,0,0,46,1,15,473,1,2.33,0,1 
319,美国职业摔角2k15(含数据包),7.2,格斗游戏,英文,46℃,2015/7/17,1.1.8117,完全免费,2K Games,4.0以上,4175,1203,9,1,0,0,1,0,0,46,1,17,533,1,4,1,1 
320,果冻防御(含数据包),7.9,策略塔防,英文,46℃,2015/7/1,1.24,完全免费,iDreams,2.3以上,1149,254,4,1,1,0,1,0,0,46,1,17,549,1,2.3,0,1 
321,即插即用,6.5,冒险解谜,英文,46℃,2015/3/10,1.1.0,完全免费,,2.3以上,1096,842,0,0,0,0,1,0,0,46,1,21,662,1,2.3,0,1 
322,绝不放弃,7.9,益智休闲,英文,46℃,2015/1/29,1.1,完全免费,Pencil Studios,2.3以上,775,457,1,0,1,0,1,0,0,46,1,23,702,1,2.3,0,1 
323,天天炫斗,7.9,动作游戏,中文,46℃,2015/1/19,1.8.113.1,完全免费,腾讯,2.2以上,1604,137,9,0,1,1,0,0,0,46,1,23,712,1,2.2,0,1 
324,蝙蝠侠:黑暗骑士崛起免谷歌离线版(含数据包),7.4,动作游戏,"英文, 中文",46℃,2015/1/18,1.1.6,完全免费,Gameloft,2.3以上,2868,2705,32,1,0,1,1,0,0,46,1,23,713,1,2.3,0,1 
325,101个游戏合集,6.6,益智休闲,中文,46℃,2014/11/5,1.3.32,完全免费,Nordcurrent,2.3.3以上,1747,137,1,0,0,1,0,0,0,46,2,25,787,1,2.33,0,1 
326,掌上拉力赛,5.7,竞速游戏,英文,46℃,2014/9/4,1.2.5,完全免费,,2.3以上,680,110,0,0,0,0,1,0,0,46,2,27,849,1,2.3,0,1 
327,GT赛车2:实车体验破解版(含数据包),7.3,竞速游戏,"英文, 中文",46℃,2014/8/7,1.2.0,完全免费,Gameloft,2.3以上,2596,3412,32,1,0,1,1,0,0,46,2,28,877,1,2.3,0,1 
328,掠夺之剑:暗影大陆汉化版(含数据包),8.1,角色扮演,中文,46℃,2014/6/18,1.3,完全免费,Crescent Moon,4.0以上,13298,6711,8,1,1,1,0,0,0,46,2,30,927,1,4,0,1 
329,僵尸特攻队,4.9,动作游戏,中文,46℃,2014/5/9,2.1.1,完全免费,Glu,2.3以上,1535,509,38,0,0,1,0,0,0,46,2,31,967,1,2.3,0,2 
330,百战天虫2:末日浩劫直装版,7.7,策略塔防,英文,46℃,2014/5/1,1.4.1,完全免费,Team 17,2.2以上,1242,268,2,0,1,0,1,0,0,46,2,31,975,1,2.2,0,1 
331,玩具总动员:粉碎计划完整版,8.2,益智休闲,英文,46℃,2014/4/1,1.2.2,完全免费,Disney,2.3以上,4048,119,5,0,1,0,1,0,0,46,2,32,1005,1,2.3,0,1 
332,OSU!(含数据包),6.8,音乐游戏,中文,46℃,2014/1/16,1.5.10,完全免费,Pesets,1.6以上,1336,1063,1,1,0,1,0,0,0,46,2,35,1080,1,1.6,0,1 
333,波斯王子经典版(含数据包),8.3,动作游戏,中文,46℃,2013/12/6,2.1,完全免费,Ubisoft育碧,2.2以上,4493,1119,10,1,1,1,0,0,0,46,3,36,1121,1,2.2,0,2 
334,混沌之戒欧米伽(含数据包),5.8,角色扮演,中文,46℃,2013/12/3,1.1.5,完全免费,SQEX,2.3以上,940,663,18,1,0,1,0,0,0,46,3,36,1124,1,2.3,0,1 
335,黄金之剑汉化修改版,5.4,动作游戏,中文,46℃,2013/6/18,1.0.0,完全免费,Oddy Arts,2.2以上,842,988,1,0,0,1,0,0,0,46,3,42,1292,1,2.2,0,1 
336,马克思佩恩(含数据包),8.2,射击游戏,英文,46℃,2013/5/22,1.2,完全免费,Rockstar Games,2.3以上,6304,1970,6,1,1,0,1,0,0,46,3,43,1319,1,2.3,1,1 
337,声控赛车,5.1,竞速游戏,中文,46℃,2012/10/24,2.5,完全免费,Martin Alfaro,2.1以上,747,29,1,0,0,1,0,0,0,46,4,50,1529,1,2.1,0,2 
338,摩尔卡丁车中文版,8,竞速游戏,英文,46℃,2012/8/3,1.1.3,完全免费,,2.2以上,835,39,0,0,1,0,1,0,0,46,4,52,1611,1,2.2,0,1 
339,太平洋空战2,,飞行游戏,英文,46℃,2012/6/28,1.08,完全免费,Kalloc Studios,2.1以上,715,31,3,0,0,0,1,0,0,46,4,54,1647,1,2.1,0,1 
340,动物小钢琴,,音乐游戏,英文,46℃,2012/2/14,1,完全免费,,2.2以上,651,23,0,0,0,0,1,0,0,46,4,58,1782,1,2.2,0,1
341,顶级卡车,,竞速游戏,英文,46℃,2011/10/10,1,完全免费,Ace Viral,2.1以上,615,6,4,0,0,0,1,0,0,46,5,62,1909,1,2.1,0,1
342,罪恶都市之西海岸行动汉化版(含数据包),5.1,动作游戏,中文,46℃,2010/12/19,3.1.1,完全免费,Gameloft,2.0以上,2293,325,32,1,0,1,0,0,0,46,6,72,2204,1,2,0,3 
343,模拟农场16(含数据包),5.9,模拟经营,"英文, 中文",45℃,2016/9/29,1.1.0.9,完全免费,GIANTS Software,4.0.3以上,3550,939,1,1,0,1,1,0,0,45,0,3,93,1,4.03,0,1 
344,魔法钢琴,5.3,音乐游戏,英文,45℃,2016/9/27,2.6.1,完全免费,Smule,4.1以上,715,340,1,0,0,0,1,0,0,45,0,3,95,1,4.1,0,2 
345,CSR赛车(含数据包),7.5,竞速游戏,英文,45℃,2016/8/31,3.9.0,完全免费,NaturalMotionGames Ltd,4.0.3以上,1532,443,3,1,1,0,1,0,0,45,0,4,122,1,4.03,1,3 
346,小小大战争2,5.7,策略塔防,英文,45℃,2016/8/22,1.0.26,完全免费,Rubicon Development,4.0.3以上,1035,651,3,0,0,0,1,0,0,45,0,4,131,1,4.03,0,1 
347,滑雪板盛宴(含数据包),6.5,体育运动,中文,45℃,2016/3/21,1.1.5,完全免费,Ratrod,3.0以上,1553,2096,4,1,0,1,0,0,0,45,0,9,285,1,3,0,1 
348,兄弟:双子传说免验证版(含数据包),8.5,冒险解谜,"英文, 中文",45℃,2016/6/9,1.0.0,完全免费,505 Games Srl,4.0以上,2097,5227,2,1,1,1,1,0,0,45,0,6,205,1,4,1,1 
349,天堂岛汉化版,6.9,模拟经营,中文,45℃,2013/2/26,2.1.11,完全免费,GIGL,2.1以上,2897,776,1,0,0,1,0,0,0,45,3,46,1404,1,2.1,0,2 
350,合金弹头X(含数据包),4.8,射击游戏,中文,45℃,2016/1/22,1.1,完全免费,SNK PLAYMORE,2.3.3以上,1087,391,4,1,0,1,0,0,0,45,0,11,344,1,2.33,0,1 
351,真实拳击(含数据包),8.2,体育运动,"英文, 中文",45℃,2015/9/8,2.3.0,完全免费,Vivid Games,2.3以上,5625,509,2,1,1,1,1,0,0,45,1,15,480,1,2.3,1,2 
352,疯狂滑雪,8.6,体育运动,英文,45℃,2015/12/14,3.2,完全免费,Ezone,2.3以上,4134,51,4,0,1,0,1,0,0,45,1,12,383,1,2.3,0,3 
353,致命框架测试版,8.9,益智休闲,中文,45℃,2015/9/14,2.1,完全免费,Loveshack,2.2以上,4322,1922,1,0,1,1,0,0,0,45,1,15,474,1,2.2,0,2 
354,未来派赛车(含数据包),5.1,竞速游戏,中文,45℃,2015/9/2,1.1.6,完全免费,Pixelbite,2.3以上,986,278,1,1,0,1,0,0,0,45,1,15,486,1,2.3,0,1 
355,燃烧吧！右脑的运动会2013夏季篇,6.3,益智休闲,中文,45℃,2015/8/26,1.7,完全免费,Auer Media & Entertainment,2.3以上,1728,267,1,0,0,1,0,0,0,45,1,16,493,1,2.3,0,1 
356,逃脱游戏:心灵废墟汉化版,6.1,冒险解谜,中文,45℃,2015/4/28,1,完全免费,,2.3以上,897,526,0,0,0,1,0,0,0,45,1,20,613,1,2.3,0,1
357,梦游先生,5.5,益智休闲,英文,45℃,2015/2/13,1,完全免费,BEbit Studio,2.3以上,731,583,1,0,0,0,1,0,0,45,1,22,687,1,2.3,0,1
358,狙击手,5.1,射击游戏,英文,45℃,2014/6/16,2.05,完全免费,roidstudio,1.5以上,552,42,1,0,0,0,1,0,0,45,2,30,929,1,1.5,0,2 
359,索尼克全明星赛车:变形(含数据包),8.8,竞速游戏,英文,45℃,2014/4/25,545632G4,完全免费,SEGA世嘉,4.0以上,4006,869,14,1,1,0,1,0,0,45,2,32,981,1,4,0,0
360,魂斗罗:进化革命,4.9,射击游戏,中文,45℃,2014/1/20,1.2.7,免费试玩,触控科技,2.1以上,2524,156,9,0,0,1,0,0,0,45,2,35,1076,0,2.1,0,1 
361,职业杀手:僵尸之城2官方中文版(含数据包),7.2,射击游戏,中文,45℃,2013/12/7,1.1.1,完全免费,Glu,2.1以上,2641,1006,38,1,0,1,0,0,0,45,3,36,1120,1,2.1,0,1 
362,波斯王子:影与火修改版,5.2,动作游戏,中文,45℃,2013/10/27,2.0.2,完全免费,Ubisoft育碧,2.3以上,1387,800,10,0,0,1,0,0,0,45,3,38,1161,1,2.3,0,2 
363,索尼克世嘉全明星赛车(含数据包),5.2,竞速游戏,英文,45℃,2013/9/19,1.0.1,完全免费,SEGA世嘉,2.3以上,711,345,14,1,0,0,1,0,0,45,3,39,1199,1,2.3,0,1 
364,冲破火网:巅峰(含数据包),7,射击游戏,中文,45℃,2013/6/29,1.1,完全免费,SEGA世嘉,1.5以上,1016,697,14,1,0,1,0,0,0,45,3,42,1281,1,1.5,0,1 
365,僵尸炮手,,动作游戏,"英文, 韩文",45℃,2013/3/18,1.0.2,完全免费,GAMEVIL,2.2以上,685,45,22,0,0,0,1,0,1,45,3,45,1384,1,2.2,0,1 
366,武士大战僵尸(含数据包),7.3,动作游戏,英文,45℃,2013/1/10,3.4.0,完全免费,Glu,2.1以上,1530,145,38,1,0,0,1,0,0,45,3,47,1451,1,2.1,0,3 
367,高智商游戏完整版,5.3,益智休闲,中文,45℃,2013/3/9,0.5.3,完全免费,Alexey Khripkov,2.1以上,692,157,1,0,0,1,0,0,0,45,3,45,1393,1,2.1,0,0 
368,玩命儿跑,,益智休闲,英文,45℃,2013/1/30,1.11,完全免费,,2.1以上,644,0,0,0,0,0,1,0,0,45,3,47,1431,1,2.1,0,1 
369,暴走！僵尸之城,7.7,益智休闲,英文,45℃,2012/9/30,1.1.2,完全免费,Glu,2.1以上,765,29,38,0,1,0,1,0,0,45,4,51,1553,1,2.1,0,1 
370,真实赛车2完整版摩托德仪版(含数据包),5.4,竞速游戏,中文,45℃,2012/1/16,315,完全免费,EA,2.1以上,1288,98,28,1,0,1,0,0,0,45,4,59,1811,1,2.1,0,0
371,泽诺尼亚传奇3尘世的故事,,角色扮演,"英文, 韩文",45℃,2011/12/12,1.0.7,完全免费,GAMEVIL,2.1以上,1257,79,22,0,0,0,1,0,1,45,5,60,1846,1,2.1,0,1 
372,毛毛球,5.1,益智休闲,中文,45℃,2011/5/18,1,完全免费,PopCap,1.5以上,0,42,1,0,0,1,0,0,0,45,5,67,2054,1,1.5,0,1
373,恶魔猎人,5.7,角色扮演,中文,45℃,2011/5/4,1.07,完全免费,BiCORE,2.1以上,0,291,3,0,0,1,0,0,0,45,5,67,2068,1,2.1,0,1 
374,街头篮球,5.5,体育运动,英文,44℃,2016/9/13,1.3,完全免费,Battery Acid Games,4.0.3以上,1040,344,1,0,0,0,1,0,0,44,0,3,109,1,4.03,1,1 
375,梦境机器,6.2,益智休闲,英文,44℃,2016/9/21,1.32,完全免费,GameDigits Ltd,4.0.3以上,0,1479,1,0,0,0,1,0,0,44,0,3,101,1,4.03,0,1 
376,未上锁的房间,8.1,冒险解谜,中文,44℃,2016/9/12,2.2,道具收费,蜂巢游戏,2.3以上,0,722,1,0,1,1,0,0,0,44,0,3,110,0,2.3,0,2 
377,杀戮之旅3修改版(含数据包),6.1,射击游戏,"英文, 中文",44℃,2015/7/2,1.3.0,完全免费,Craneballs,4.1以上,0,4370,1,1,0,1,1,0,0,44,1,17,548,1,4.1,0,1 
378,拳皇98(含数据包),6,格斗游戏,中文,44℃,2016/7/4,1.4,完全免费,SNK PLAYMORE,2.3.3以上,0,591,4,1,0,1,0,0,0,44,0,5,180,1,2.33,0,1 
379,植物精灵(含数据包),8.6,冒险解谜,英文,44℃,2016/5/17,1.0.27,完全免费,Amanita Design,4.0以上,0,4529,1,1,1,0,1,0,0,44,0,7,228,1,4,0,1 
380,真?三国无双SLASH,5,动作游戏,日文,44℃,2016/5/9,1.13.0,完全免费,KOEI TECMO,2.3.3以上,0,437,3,0,0,0,0,1,0,44,0,7,236,1,2.33,0,1 
381,世界征服者3,7.3,策略塔防,中文,44℃,2015/10/29,1.1.2,道具收费,苏州乐志软件科技有限公司,4.0以上,0,521,1,0,0,1,0,0,0,44,1,14,429,0,4,0,1 
382,跳棋大战,5.2,棋牌游戏,中文,44℃,2015/9/28,1.3.7,完全免费,SohoMob,2.3以上,604,100,2,0,0,1,0,0,0,44,1,15,460,1,2.3,0,1 
383,模拟巴士3D,5.3,竞速游戏,英文,44℃,2015/9/15,1.9.1,完全免费,Ovidiu Pop,2.2以上,769,135,1,0,0,0,1,0,0,44,1,15,473,1,2.2,0,1 
384,地狱摩托,5,竞速游戏,英文,44℃,2015/6/29,2,完全免费,Anji Games,3.0以上,0,435,1,0,0,0,1,0,0,44,1,18,551,1,3,1,2
385,天堂之路,5.2,益智休闲,中文,44℃,2015/6/2,1.0.4,完全免费,,4.0以上,0,467,0,0,0,1,0,0,0,44,1,18,578,1,4,0,1 
386,星际战争:异形入侵完美版,5.9,射击游戏,中文,44℃,2015/5/11,2.80.01,道具收费,北极无限（北京）文化有限责任公司,2.2以上,0,579,1,0,0,1,0,0,0,44,1,19,600,0,2.2,0,2 
387,战斗!,5.2,动作游戏,日文,44℃,2015/5/6,1.7.0,完全免费,"COLOPL, Inc.",2.3以上,0,146,1,0,0,0,0,1,0,44,1,19,605,1,2.3,0,1 
388,刺猬索尼克2,8,动作游戏,中文,44℃,2015/4/14,3.1.5,完全免费,SEGA世嘉,2.3以上,652,132,14,0,1,1,0,0,0,44,1,20,627,1,2.3,0,3 
389,猴子也疯狂,8.3,益智休闲,"中文, 韩文",44℃,2014/12/23,1.00.09,完全免费,Com2uS,2.2以上,0,120,21,0,1,1,0,0,1,44,2,24,739,1,2.2,0,1 
390,外科医生(含数据包),8.2,模拟经营,英文,44℃,2014/11/17,1.1,完全免费,Bossa Studios Ltd,4.0以上,4939,2177,1,1,1,0,1,0,0,44,2,25,775,1,4,0,1 
391,雷电:金属咆哮,,飞行游戏,中文,44℃,2014/6/25,2.0.33,道具收费,掌中酷柚,2.2以上,0,122,1,0,0,1,0,0,0,44,2,30,920,0,2.2,0,2 
392,超炫别动队,7.2,动作游戏,英文,44℃,2014/9/18,2,完全免费,Ezone,2.3以上,921,122,4,0,0,0,1,0,0,44,2,27,835,1,2.3,0,2
393,疯狂的麦咭,,益智休闲,中文,44℃,2014/8/6,2,道具收费,拓维信息系统股份有限公司,2.3以上,774,91,4,0,0,1,0,0,0,44,2,28,878,0,2.3,0,2
394,小小部队修改版,5.7,射击游戏,中文,44℃,2012/11/20,1.0.6,完全免费,Chillingo,2.2以上,0,535,10,0,0,1,0,0,0,44,4,49,1502,1,2.2,0,1 
395,屠龙者(含数据包),7.6,格斗游戏,英文,44℃,2013/12/7,1.1.2,完全免费,Glu,2.1以上,0,840,38,1,1,0,1,0,0,44,3,36,1120,1,2.1,0,1 
396,鹰击长空汉化版(含数据包),5.2,飞行游戏,中文,44℃,2013/12/7,3.0.3,完全免费,Gameloft,2.0以上,1175,400,32,1,0,1,0,0,0,44,3,36,1120,1,2,0,3 
397,吸血鬼狂刀汉化版(含数据包),5.8,动作游戏,中文,44℃,2013/12/7,1.1.3,完全免费,KTH,2.1以上,0,529,1,1,0,1,0,0,0,44,3,36,1120,1,2.1,0,1 
398,使命召唤:黑色行动僵尸(含数据包),8,射击游戏,英文,44℃,2013/12/6,1.0.5,完全免费,Glu,2.3.3以上,0,1267,38,1,1,0,1,0,0,44,3,36,1121,1,2.33,0,1 
399,繁殖战争2,5.4,动作游戏,"中文, 韩文",44℃,2013/7/2,1.0.7,完全免费,GAMEVIL,2.2以上,854,233,22,0,0,1,0,0,1,44,3,41,1278,1,2.2,0,1 
400,蚁丘保卫战精简版,,策略塔防,中文,44℃,2013/5/10,1.0.10,完全免费,Thumbstar,2.2以上,0,27,1,0,0,1,0,0,0,44,3,43,1331,1,2.2,0,1 
401,最终幻想1中文版,7.6,角色扮演,中文,44℃,2012/3/21,2,完全免费,,2.1以上,1168,317,0,0,1,1,0,0,0,44,4,57,1746,1,2.1,0,2
402,音速出击中文版,,音乐游戏,中文,44℃,2012/3/20,1.1.3,完全免费,Neowiz,2.2以上,0,37,4,0,0,1,0,0,0,44,4,57,1747,1,2.2,0,1 
403,魔兽争霸2,,策略塔防,英文,44℃,2011/10/6,0.9.7,完全免费,LasagnaWare,2.1以上,634,1,1,0,0,0,1,0,0,44,5,62,1913,1,2.1,0,0 
404,极品飞车13变速德州仪器(三星MOTO)版(含数据包),7.7,竞速游戏,中文,44℃,2011/7/18,1.0.62,完全免费,EA,1.6以上,1243,62,28,1,1,1,0,0,0,44,5,65,1993,1,1.6,0,1 
405,愤怒的小鸟爆破,5.3,益智休闲,英文,43℃,2016/9/30,1.1.1,完全免费,Rovio,4.1以上,27,39,17,0,0,0,1,0,0,43,0,3,92,1,4.1,0,1 
406,泰坦黎明(含数据包),7.6,策略塔防,中文,43℃,2016/9/30,1.10.2,完全免费,Zynga,4.1以上,8620,5164,5,1,1,1,0,0,0,43,0,3,92,1,4.1,0,1 
407,开心农场2:乡村度假,6.1,模拟经营,中文,43℃,2016/9/27,5.8.1062,完全免费,Zynga,4.0.3以上,849,148,5,0,0,1,0,0,0,43,0,3,95,1,4.03,0,5 
408,模拟山羊:太空废物(含数据包),7.5,模拟经营,"英文, 中文",43℃,2016/9/27,1.0.6,完全免费,Coffee Stain Studios,4.0.3以上,1113,1862,4,1,1,1,1,0,0,43,0,3,95,1,4.03,0,1 
409,怪兽军阀,7,养成游戏,"中文, 韩文",43℃,2016/9/23,3.2.2,完全免费,GAMEVIL,2.3以上,1635,335,22,0,0,1,0,0,1,43,0,3,99,1,2.3,0,3 
410,真实架子鼓,5.7,音乐游戏,英文,43℃,2016/9/20,6.17,完全免费,Rodrigo Kolb,3.0以上,642,141,1,0,0,0,1,0,0,43,0,3,102,1,3,0,6 
411,恐怖,6,冒险解谜,"英文, 中文",43℃,2016/9/18,1.2,完全免费,Genetic Studios,2.3以上,311,787,1,0,0,1,1,0,0,43,0,3,104,1,2.3,0,1 
412,屠杀汉化版(含数据包),6.5,动作游戏,中文,43℃,2016/8/18,1.01,完全免费,Ray Spark,4.1以上,276,1095,1,1,0,1,0,0,0,43,0,4,135,1,4.1,0,1 
413,幽灵记忆(含数据包),7.1,冒险解谜,英文,43℃,2016/8/9,1.3.1,完全免费,,4.1以上,4169,3787,0,1,0,0,1,0,0,43,0,4,144,1,4.1,0,1 
414,打飞机,5.2,飞行游戏,英文,43℃,2016/8/2,2.6,完全免费,,2.3以上,586,27,0,0,0,0,1,0,0,43,0,4,151,1,2.3,0,2 
